author,korean_name,matched_user,similarity,affiliations
Dong Kyun Kim,김동균,김동조,0.6666666666666666,"['Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, South Korea']"
Dong Woo Shin,신동우,신동휘,0.6666666666666666,"['Department of Neurology, Ewha Womans University Mokdong Hospital, Seoul, Korea', 'Department of Internal Medicine, Chonnam National University Hospital, Gwangju, Korea']"
Dong ki Kim,김동기,김동기,1.0,"['Department of Emergency medicine, Chonnam National University Hospital, Republic of Korea']"
Dong-Hyun Kim,김동현,김동현,1.0,"['Department of Social and Preventive Medicine, Hallym University College of Medicine, Okcheon-dong, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Social and Preventive Medicine, Hallym University College of Medicine, Okcheon-dong, Korea', 'Department of Internal Medicine, Chonnam National University Medical School, 8 Hak-Dong, Dong-ku, Gwangju 501-757, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, 61469, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju 61469, South Korea', 'Department of Orthodontics, School of Dentistry, Chonnam National University, Gwangju, Korea']"
Dong-Jin Park,박동진,박동진,1.0,"['Division of Rheumatology, Department of Internal Medicine, Chonnam National University Medical School and Hospital, Gwangju, Korea', 'Division of Rheumatology, Department of Internal Medicine, Chonnam National University Medical School & Hospital, Gwangju, Republic of Korea']"
Dong-Weon Lee,이동원,이동원,1.0,"['School of Mechanical Engineering, Chonnam National University, Gwangju 61469, Republic of Korea']"
Dong-Wook Yang,양동욱,양동욱,1.0,"['Dental Science Research Institute, School of Dentistry, Chonnam National University, Gwangju, South Korea']"
Dong-Yi Kim,김동이,김진이,0.6666666666666666,"['Department of Surgery, Division of Gastroenterologic Surgery, Chonnam National University Medical School, 42 Jebong-ro, Gwangju 61469, Korea']"
Dongdeuk Kwon,권동득,권동득,1.0,"['Department of Urology, Chonnam National University Medical School, Gwangju, Republic of Korea']"
Dongho Kang,강동호,강동호,1.0,"['Department of Anesthesiology and Pain Medicine, Chonnam National University Medical School, 160, Baekseo-ro, Dong-gu, Gwangju 61469, Korea', 'Department of Anesthesiology and Pain Medicine, Chonnam National University Medical School, Chonnam National University Hospital, Gwangju 61469, South Korea']"
Donghyun Kim,김동현,김동현,1.0,"['Division of Gastroenterology, Department of Internal Medicine, Chonnam National University Hospital and Medical School, Gwangju 61706, Republic of Korea']"
Doo Sun Sim,심두선,심두선,1.0,"['Department of Cardiology, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju', 'Department of Cardiology, Chonnam National University Medical School, Hwasun, Korea', 'NO AFFILIATION LIST', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Medical School, Hwasun, South Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hwasun Hospital, Hwasun, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, South Korea', 'NO AFFILIATION LIST', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea', 'Regional Cardiocerebrovascular Center, Chonnam National University Hospital, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Republic of South Korea', 'Department of Cardiology, Chonnam National University Medical School, Hwasun, Republic of Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Medical School, Hwasun, South Korea', 'NO AFFILIATION LIST', 'NO AFFILIATION LIST', 'Department of Cardiology, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Cardiology, Chonnam National University Medical School, Hwasun 58128, Korea', 'Department of Cardiology, Chonnam National University School of Medicine, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Cardiology, Chonnam National University School of Medicine, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Cardiology, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Medical School']"
Dowan Kim,김도완,김도완,1.0,"['Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital and Medical School, 42 Jebong-ro Donggu, Gwangju, Republic of Korea']"
Duk-Hwa Kwon,권덕화,권영란,0.3333333333333333,"['The BK21 FOUR Center for Glocal Future Biomedical Scientists at Chonnam National University Medical School, Jeollanam-do, Republic of Korea', 'Basic Research Laboratory for Vascular Remodeling, Chonnam National University Medical School, Jeollanam-do, Republic of Korea', 'Department of Pharmacology, Chonnam National University Medical School, Jeollanam-do, Republic of Korea']"
Eu Chang Hwang,황유창,황지유,0.6666666666666666,"['Department of Urology, Chonnam National University Medical School, Chonnam National University Hwasun Hospital, Hwasun', 'Department of Urology, Chonnam National University Medical School, Hwasun, Korea', 'Department of Urology, Chonnam National University Medical School, Gwangju, Korea', 'Department of Urology, Chonnam National University Medical School, Gwangju, Korea', 'Department of Urology, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Urology, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Urology, Chonnam National University Medical School, Gwangju, Korea', 'Department of Urology, Chonnam National University Medical School, Gwangju', 'Department of Urology, Chonnam National University Medical School, Gwangju', 'Department of Urology, Chonnam National University Medical School, Hwasun, Korea']"
Eui Young Na,나의영,나예영,0.6666666666666666,"['Department of Dermatology, Chonnam National University Medical School, Gwangju, Korea']"
Eui-Sung Jeong,정의성,정의성,1.0,"['Division of Trauma, Department of Surgery, Chonnam National University Medical School and Hospital, Gwangju 61469, South Korea']"
Euisung Jeong,정의성,정의성,1.0,"['Division of Trauma, Department of Surgery, Chonnam National University Medical School and Hospital, Chonnam National University, Gwangju 61469, Korea', 'Division of Trauma, Department of Surgery, Chonnam National University Medical School and Hospital, Gwangju- South Korea']"
Eujene Jung,정유진,정유진,1.0,"['Department of Emergency medicine, Chonnam National University Hospital, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, South Korea', 'Chonnam National University Hospital, South Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, South Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Emergency medicine, Chonnam National University Hospital, Republic of Korea', 'Chonnam National University College of Medicine, Republic of Korea', 'Chonnam National University Hospital, Gwangju, South Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, Gwangju 61469, Korea', 'Chonnam National University Hospital, Gwangju 61186, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Laboratory of Emergency Medical Services, Seoul National University Hospital Biomedical Research Institute, Seoul, Korea']"
Eul Noh,노을,,0.0,"['Department of Emergency Medicine, Chonnam National University Hwasun Hospital, Hwasun-gun, Jeollanam-do, Republic of Korea']"
Eun Hui Bae,배은희,배은희,1.0,"['Department of Internal Medicine, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Korea', 'NO AFFILIATION LIST', 'Department of Internal Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Hospital, 42 Jebongro, Gwangju 61469, Korea', 'Department of Internal Medicine, Chonnam National University Medical School, 42 Jebongro, Gwangju 61469, Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Internal Medicine, Chonnam National University Hospital, Gwangju', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Korea', 'Department of Internal Medicine, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Korea', 'Chonnam National University Hospital, Gwangju, Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School, 42 Jebongro, Gwangju 61469, Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, 61469, South Korea', 'Department of Internal Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju 61469, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School, 42 Jebongro, Gwangju 61469, Korea', 'Department of Internal Medicine, Chonnam National University Hospital, 42 Jebongro, Gwangju 61469, Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Chonnam National University Hospital, Gwangju 64169, Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju 64169, Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju 61469, Korea', 'Departments of Internal Medicine, Chonnam National University Medical School, 160, Baekseo‑ro, Dong‑gu, Gwangju 61469, Republic of Korea']"
